,Emp_ID,Age,Gender,City,Education_Level,Salary,Designation,Total Business Value,Quarterly Rating,Target
593,693,47,1,5,2,123729,4,1871570,2,0
594,694,32,0,7,2,82632,3,0,2,1
595,695,27,1,8,2,57667,1,0,1,1
596,696,27,0,1,1,79461,3,0,1,1
597,697,43,1,17,0,118215,4,889510,2,0
598,698,33,1,0,2,76536,3,523390,2,0
599,700,29,0,1,0,31052,1,533800,2,1
600,701,44,0,22,2,85450,2,184320,2,1
601,702,38,0,12,1,113807,3,0,1,1
602,703,29,1,2,2,103494,3,0,1,1
603,704,29,1,27,0,62931,2,571730,3,0
604,705,40,1,12,2,130781,3,0,1,1
605,706,35,1,19,1,70677,3,0,1,1
606,707,31,0,23,2,58323,1,0,1,1
607,708,39,0,10,1,97116,3,156890,1,1
608,709,31,1,4,0,135436,5,0,1,1
609,710,32,1,9,2,110299,3,2755120,4,0
610,711,29,1,9,1,31182,1,0,1,0
611,712,34,1,24,0,83615,3,641120,3,0
612,713,29,1,3,1,69388,2,1143750,4,0
613,714,35,1,4,2,81352,3,0,1,1
614,715,41,1,23,0,34780,2,0,1,0
615,716,44,1,0,0,63352,3,1252620,3,0
616,718,27,1,6,2,67490,3,3318050,4,0
617,721,34,1,10,2,101880,3,616430,3,0
618,722,37,1,28,0,37839,2,0,1,1
619,723,33,1,8,0,42243,1,191440,1,0
620,724,32,0,0,2,36430,2,0,1,1
621,725,29,1,12,1,19456,1,0,1,1
622,726,30,0,9,0,51497,1,0,1,1
623,727,39,1,14,2,44720,2,0,2,1
624,729,33,1,20,1,40531,2,0,1,1
625,731,35,0,11,1,19290,1,0,1,1
626,733,23,0,25,1,13937,1,0,1,0
627,734,35,0,14,2,88414,3,0,1,0
628,735,38,0,3,0,110490,4,0,1,1
629,736,27,0,6,2,81944,1,0,1,1
630,737,40,1,10,1,24752,3,196240,1,0
631,738,26,1,27,0,41980,2,0,1,1
632,739,30,0,12,1,108768,3,0,2,1
633,740,37,1,22,0,46131,1,200460,2,0
634,742,34,1,4,0,84637,3,0,1,1
635,743,36,1,1,1,73273,2,0,1,0
636,744,27,1,12,2,43322,1,0,1,1
637,745,30,1,2,2,62042,2,0,1,1
638,747,32,0,8,0,58943,2,0,2,1
639,748,31,0,12,1,50210,3,0,1,0
640,751,27,1,14,1,105510,3,0,1,0
641,752,43,1,15,2,56243,2,193040,2,0
642,753,35,1,7,0,59656,2,3064600,4,0
643,754,29,1,21,1,44820,2,0,1,0
644,755,36,1,27,0,25894,3,0,1,0
645,756,29,0,23,0,57476,3,308360,1,1
646,757,35,1,19,1,63181,3,0,1,1
647,758,34,1,6,0,54288,2,0,1,1
648,759,42,1,18,0,87182,3,0,1,1
649,761,23,1,1,2,69449,2,0,1,1
650,762,35,1,19,2,35024,2,358540,2,0
651,763,32,1,24,2,22913,1,0,1,0
652,764,37,0,18,0,18285,1,0,1,1
653,765,47,0,27,0,123216,4,1661550,2,0
654,766,31,0,27,0,28308,1,197280,3,0
655,767,39,0,11,1,85693,3,0,1,1
656,768,24,0,18,0,87853,1,299100,2,1
657,769,36,1,2,0,107149,3,0,1,0
658,770,26,1,18,1,18544,2,0,1,0
659,771,36,1,24,0,45071,2,0,1,1
660,772,30,1,21,2,75986,3,4356060,4,0
661,773,30,1,21,1,51600,2,0,1,1
662,776,37,0,27,0,63587,2,0,2,1
663,777,30,0,14,2,70816,2,0,1,1
664,778,31,1,28,0,38990,2,0,1,1
665,779,35,0,15,2,23182,1,0,1,1
666,781,41,0,15,2,82503,3,0,1,1
667,782,36,0,21,0,42314,2,1656220,3,0
668,783,49,1,22,2,76195,2,0,1,1
669,784,41,1,8,2,100303,3,0,1,1
670,785,31,1,18,0,54209,2,428800,2,0
671,787,35,1,18,0,75467,3,0,1,1
672,789,40,0,14,1,72265,3,2043520,4,0
673,790,31,1,3,0,40253,2,200000,1,1
674,791,36,0,23,1,84961,3,2306750,4,0
675,792,32,0,10,2,48639,2,0,1,1
676,793,26,0,26,2,92670,3,127800,1,0
677,794,33,1,13,2,60252,2,0,1,1
678,796,32,1,18,2,50434,2,0,1,1
679,797,33,1,16,2,29689,1,0,1,1
680,798,37,1,19,1,34849,2,0,1,1
681,799,34,0,13,0,30951,2,0,1,1
682,800,36,1,25,1,49614,2,0,1,1
683,801,39,1,21,0,62810,3,303860,2,0
684,802,29,1,12,2,63080,3,0,1,0
685,803,27,1,2,2,62232,1,0,1,1
686,804,30,1,15,2,46600,2,0,1,1
687,805,24,1,7,0,17676,1,0,1,1
688,806,40,0,27,1,78647,3,337250,1,0
689,807,32,0,17,0,81547,3,0,1,1
690,808,33,1,6,0,49914,3,0,1,1
691,810,25,1,8,0,45531,2,153540,1,0
692,811,30,1,18,2,66017,2,0,1,1
693,812,31,1,6,2,42395,1,0,1,1
694,813,33,0,19,1,31787,2,0,1,1
695,814,30,1,7,2,56133,1,0,1,0
696,816,41,1,27,2,55115,2,0,1,0
697,818,32,0,14,2,26850,2,0,1,1
698,819,41,1,6,0,114358,4,1146450,2,0
699,820,39,1,5,2,59166,1,0,1,1
700,821,29,0,3,2,113120,3,0,1,1
701,822,31,0,15,1,42601,1,0,1,1
702,824,40,0,28,1,32446,1,0,1,0
703,825,36,0,25,2,64187,3,0,1,0
704,826,28,1,16,1,70740,2,0,1,1
705,827,33,1,20,2,67113,2,-110080,1,1
706,828,34,1,13,1,63298,3,660000,2,0
707,829,38,0,6,1,55313,3,0,1,1
708,830,27,1,22,2,80746,2,150040,1,1
709,831,32,1,11,2,42588,1,300710,2,1
710,832,42,0,7,1,58747,1,300000,4,0
711,834,36,1,12,0,83969,3,0,1,0
712,835,29,1,18,0,66179,2,0,1,0
713,836,41,1,21,1,63636,2,0,1,1
714,838,41,0,2,2,52632,1,0,1,1
715,839,47,1,7,1,53383,2,0,1,1
716,840,40,0,27,1,88813,4,1151820,2,0
717,841,33,0,12,0,58199,2,0,1,1
718,842,37,1,9,0,121419,4,789210,2,1
719,843,30,0,6,0,56035,2,0,1,1
720,844,31,1,18,1,21212,1,0,1,1
721,845,46,1,20,0,22019,2,0,2,1
722,847,30,1,3,0,40409,2,0,1,1
723,848,28,0,20,0,45871,2,0,1,0
724,849,33,0,12,0,77903,3,193600,3,1
725,850,36,1,0,2,113038,4,0,1,1
726,851,34,1,4,0,39131,1,0,1,1
727,852,23,1,13,0,70731,2,0,1,1
728,853,33,0,4,1,29584,2,0,1,1
729,855,35,1,8,1,83524,2,0,1,1
730,856,37,0,14,1,87661,3,0,1,1
731,858,37,1,13,0,75541,2,0,1,1
732,859,23,1,8,2,26151,1,0,1,1
733,860,38,1,12,1,45269,1,0,1,1
734,863,32,0,21,2,40295,1,0,1,1
735,864,36,0,19,0,91602,4,0,1,1
736,865,30,0,1,2,122941,3,350280,2,0
737,866,47,1,11,1,29151,1,0,1,1
738,867,30,0,0,1,35803,2,1408890,4,0
739,868,24,0,20,1,34497,2,0,1,1
740,869,37,1,27,1,28575,1,0,1,1
741,870,37,0,21,0,93000,3,1261860,3,0
742,871,37,0,19,1,52753,2,0,1,1
743,872,32,1,20,2,19791,1,0,1,1
744,873,33,0,20,2,134302,4,2004440,3,1
745,874,37,1,16,1,75133,3,0,1,1
746,875,36,0,23,0,93822,3,0,1,0
747,876,22,0,17,1,39442,2,0,1,1
748,877,32,1,13,1,94770,2,0,1,1
749,879,38,1,27,1,55443,2,0,1,1
750,881,32,1,7,1,61069,2,518370,2,1
751,882,31,1,4,1,94945,4,0,1,1
752,883,32,1,19,1,50863,1,0,1,1
753,885,39,0,13,2,44241,2,251150,1,0
754,886,36,0,11,2,31954,1,0,1,1
755,887,25,1,5,0,23745,1,0,1,1
756,888,31,1,0,0,57266,2,1420090,4,0
757,889,32,1,20,0,47988,3,-150000,1,0
758,890,34,0,24,1,43463,1,425080,3,1
759,892,35,0,22,1,51725,2,0,3,1
760,893,50,0,1,1,73308,2,300000,2,0
761,894,37,1,20,1,45342,3,0,1,1
762,895,31,1,5,2,34868,1,-262530,1,1
763,896,32,0,9,2,22680,1,0,1,1
764,897,51,1,23,0,38502,1,0,1,1
765,899,29,1,12,1,28565,1,0,1,1
766,901,32,0,27,0,41382,2,0,1,1
767,902,28,1,20,0,55857,2,0,1,0
768,904,41,0,18,0,101179,3,0,1,0
769,905,31,1,0,1,43831,2,0,1,1
770,906,36,0,9,0,108997,3,860790,3,0
771,907,36,0,12,0,39104,1,0,1,1
772,908,47,1,23,0,33883,2,348630,2,1
773,909,49,1,10,0,58807,2,0,1,1
774,910,36,1,11,2,44326,1,0,1,1
775,912,38,1,27,1,65995,3,0,1,1
776,913,30,1,18,0,72974,3,0,1,0
777,914,26,0,24,2,45234,1,0,1,1
778,915,46,1,11,1,18512,1,0,2,1
779,916,25,1,6,1,30136,1,0,1,1
780,917,25,1,14,2,60391,1,0,1,1
781,918,25,0,23,2,20379,1,0,1,1
782,919,28,0,4,2,39854,2,0,1,1
783,920,30,1,0,1,46117,2,0,1,0
784,921,34,0,2,2,55630,2,0,1,1
785,922,34,0,17,0,47484,1,0,1,1
786,923,31,0,21,2,70339,2,0,1,1
787,924,25,1,16,2,60056,2,145500,2,1
788,926,49,1,23,1,21646,2,206020,2,0
789,927,29,1,21,2,61371,1,0,1,1
790,928,33,0,11,1,67236,3,0,1,1
791,929,31,1,23,0,20245,2,0,1,1
792,930,37,0,26,2,37285,1,-101180,1,1
793,931,29,0,3,1,59393,3,720000,3,1
794,933,36,0,10,0,75765,3,2400290,4,0
795,935,39,0,12,1,23823,1,0,1,1
796,936,27,1,22,2,42607,1,452140,1,0
797,937,32,1,4,1,36846,2,0,1,1
798,938,34,0,23,2,70330,3,0,1,1
799,939,45,0,14,1,87153,4,303310,1,1
800,940,23,0,14,2,69972,1,259680,2,1
801,941,36,0,5,0,100893,3,0,1,1
802,942,29,1,20,2,40688,2,0,1,1
803,943,53,1,14,1,24923,1,1916280,4,0
804,944,36,0,12,1,93093,3,0,1,1
805,945,40,0,22,2,83025,3,253420,2,0
806,946,44,1,14,0,58803,2,1511140,3,0
807,947,30,0,25,0,74402,3,-141140,1,1
808,948,35,0,3,2,24634,1,0,1,1
809,949,25,0,16,2,31392,1,0,1,1
810,951,41,1,4,1,70478,3,0,1,1
811,952,37,1,9,1,27483,1,200020,2,0
812,953,26,1,4,1,17253,1,0,1,1
813,954,31,1,4,1,43996,2,511200,3,0
814,955,33,1,1,2,99893,3,0,1,1
815,956,30,1,14,0,29492,2,400000,4,0
816,958,35,1,14,1,50799,2,0,1,1
817,959,34,0,8,0,85685,3,0,2,0
818,960,39,0,22,2,107936,3,2000000,3,0
819,961,42,0,18,2,35996,1,0,1,1
820,962,37,1,28,0,45278,1,0,1,1
821,963,40,1,7,0,48483,1,0,1,0
822,964,31,1,27,1,46679,2,0,1,1
823,965,42,1,12,2,74516,2,0,1,1
824,967,45,1,2,2,59526,2,0,1,1
825,968,26,1,23,0,20785,1,0,1,1
826,970,38,1,23,1,83350,3,0,1,1
827,971,26,1,21,2,61982,3,0,1,1
828,972,52,1,0,1,47194,2,0,1,1
829,973,47,1,14,1,90484,3,1773800,3,0
830,974,23,0,27,0,30461,1,0,1,1
831,975,38,0,26,0,33721,1,197200,1,1
832,977,31,0,7,0,28297,1,0,1,1
833,978,32,1,3,2,60185,2,0,1,1
834,979,28,0,15,2,41620,1,990000,2,1
835,980,36,1,19,2,49277,2,0,1,1
836,981,40,0,5,1,72118,3,0,1,0
837,982,31,1,3,0,60672,3,309120,1,0
838,984,29,1,14,2,53058,2,0,1,1
839,985,28,1,17,0,49031,1,0,1,1
840,988,35,1,1,0,60797,3,0,1,0
841,990,43,0,8,0,119806,4,1340470,2,0
842,991,31,1,15,0,61823,2,440660,3,0
843,992,46,1,26,0,52083,1,450040,2,0
844,994,32,1,12,2,39502,2,0,1,1
845,995,31,1,8,0,69418,3,0,1,1
846,996,37,1,25,2,46134,1,0,1,1
847,997,28,1,5,1,40654,2,0,1,1
848,998,32,1,10,1,37617,1,0,1,1
849,999,23,0,12,0,36811,2,247400,2,0
850,1000,28,0,22,2,56016,1,0,1,1
851,1001,38,0,17,2,127070,3,0,1,1
852,1002,29,1,22,1,58277,1,0,1,1
853,1003,28,1,9,1,11706,1,0,1,1
854,1004,31,1,5,1,58588,2,0,1,1
855,1005,30,0,27,1,58540,1,0,1,1
856,1007,31,1,12,2,87810,2,0,1,1
857,1008,23,1,19,0,33831,1,0,1,1
858,1009,41,0,10,1,65464,3,0,1,1
859,1010,34,0,19,0,120188,4,193430,1,1
860,1011,31,1,3,2,76776,2,0,1,1
861,1012,39,1,27,1,50281,3,0,1,1
862,1013,29,0,5,2,30930,1,362240,3,0
863,1014,26,1,11,1,60396,3,400540,2,0
864,1015,32,1,28,2,87047,3,181670,1,0
865,1016,47,0,3,2,82704,2,0,2,1
866,1017,41,0,5,2,57869,2,0,1,1
867,1019,32,0,10,2,32652,2,0,1,0
868,1020,38,1,16,0,22245,3,400000,2,1
869,1021,38,1,21,1,25106,1,-150800,1,1
870,1023,27,1,18,2,79926,3,0,1,1
871,1024,27,0,10,2,24582,1,0,1,1
872,1026,27,1,23,2,48868,1,0,1,0
873,1027,25,0,10,0,27607,1,0,1,1
874,1028,26,1,6,2,63844,2,0,1,1
875,1029,24,1,8,1,20363,1,0,1,0
876,1030,28,1,11,2,20101,1,0,1,1
877,1031,45,1,26,0,68434,3,300000,2,0
878,1032,30,1,26,1,17000,1,352440,2,0
879,1033,28,1,3,1,41705,1,0,1,1
880,1035,38,0,26,2,51680,2,1196360,4,1
881,1036,39,0,8,2,32263,3,0,1,1
882,1037,37,0,1,2,135414,4,1614850,2,0
883,1038,31,1,23,0,21543,3,0,1,1
884,1039,45,1,18,0,138069,4,2015870,2,0
885,1040,32,1,2,2,62748,2,0,1,1
886,1041,38,0,9,0,49443,3,0,1,1
887,1043,34,1,3,0,93121,3,301010,2,0
888,1046,34,1,11,2,76198,3,-3400,3,1
889,1048,37,0,0,2,52668,2,0,1,1
890,1049,28,1,18,2,37278,1,0,1,1
891,1050,32,0,20,0,35462,2,766310,3,0
892,1051,34,0,24,2,77483,2,507070,3,0
893,1054,37,0,11,0,92940,3,592390,1,0
894,1055,33,1,25,2,70772,2,0,1,1
895,1056,32,1,24,2,92713,2,1796700,4,0
896,1057,33,1,21,0,52553,3,1581600,4,0
897,1058,37,0,26,1,47696,2,304590,1,1
898,1059,28,1,11,2,45330,1,0,1,1
899,1060,32,1,21,0,80290,2,0,1,1
900,1061,27,1,1,0,24932,1,0,1,1
901,1062,29,0,24,1,69071,2,0,1,1
902,1063,37,1,12,2,82503,3,0,1,1
903,1064,34,1,19,1,104966,3,0,1,1
904,1065,46,1,23,2,76467,3,300020,1,1
905,1066,29,1,21,1,26253,1,122840,1,0
906,1067,41,1,25,2,68596,3,0,1,1
907,1069,36,0,25,1,55834,2,0,1,1
908,1070,33,1,27,2,101638,3,145600,2,0
909,1072,28,1,7,2,55648,1,0,1,1
910,1073,26,1,12,0,67149,1,0,4,0
911,1075,40,1,5,0,52480,2,0,1,1
912,1076,29,1,4,0,51837,1,0,1,1
913,1077,26,0,22,1,42768,1,150440,2,0
914,1078,38,1,17,1,31540,3,241080,1,0
915,1079,40,1,12,1,84873,3,0,1,1
916,1080,36,1,28,0,47594,1,0,1,1
917,1081,24,0,24,2,55551,1,0,1,1
918,1082,35,0,19,0,35079,2,0,1,1
919,1083,26,0,20,0,60417,1,0,1,1
920,1084,30,1,0,2,49521,1,0,1,1
921,1085,35,0,22,2,62637,2,0,1,1
922,1086,35,1,17,0,94519,2,0,1,1
923,1087,35,1,22,1,89854,3,0,3,0
924,1089,37,1,2,2,60905,1,0,1,1
925,1090,39,1,4,1,96750,4,1518520,2,0
926,1091,31,0,14,2,45720,1,103580,1,1
927,1092,31,0,7,1,36118,1,0,2,1
928,1093,37,1,0,0,77831,3,684460,2,0
929,1094,41,0,27,1,56347,2,0,1,1
930,1095,24,0,12,2,30442,1,0,1,1
931,1096,26,1,5,1,73363,2,0,1,1
932,1097,35,1,24,0,69794,2,1230830,4,0
933,1098,40,1,1,0,41591,3,0,1,1
934,1099,32,0,22,1,61413,2,706470,2,0
935,1101,33,1,17,2,26592,1,0,1,1
936,1102,31,1,26,2,73245,3,0,1,1
937,1103,26,1,0,2,40318,1,0,1,1
938,1104,32,0,26,2,73594,3,1519590,4,1
939,1105,42,1,25,1,59168,1,0,2,1
940,1106,37,1,13,0,49193,2,697030,3,0
941,1107,39,1,12,2,65633,3,0,1,0
942,1108,32,1,6,0,47188,1,0,1,1
943,1109,37,0,19,1,88798,3,756280,3,0
944,1110,26,1,9,0,41167,1,0,1,1
945,1111,40,1,20,2,153109,4,386010,1,0
946,1112,38,0,4,2,27432,1,0,1,1
947,1113,36,1,28,2,50769,1,0,1,1
948,1114,34,0,28,0,85781,3,1389190,2,0
949,1115,31,1,7,2,64444,2,0,1,0
950,1116,35,1,8,0,89585,2,0,2,0
951,1117,34,1,18,2,52990,2,0,1,1
952,1118,29,1,26,1,49410,2,4466180,4,0
953,1119,29,0,13,0,41581,1,2100000,4,0
954,1122,30,1,9,0,80591,3,0,1,1
955,1123,43,0,12,0,55112,2,145510,1,1
956,1125,34,0,9,1,71977,3,527560,2,0
957,1126,38,1,17,0,43747,2,0,1,1
958,1129,33,1,25,1,73087,2,0,2,1
959,1130,27,1,23,0,46464,1,0,1,1
960,1131,24,0,10,1,68309,2,0,1,1
961,1133,32,0,19,2,44062,1,0,1,1
962,1134,34,1,10,0,112066,3,0,1,1
963,1136,35,0,8,1,50118,2,0,1,1
964,1137,33,1,13,0,102175,3,1023820,2,1
965,1138,31,1,16,2,81440,3,0,1,1
966,1139,35,0,17,1,49939,1,265340,2,0
967,1140,25,1,21,0,46856,1,0,1,1
968,1141,37,0,27,2,61133,3,0,1,1
969,1143,32,1,21,2,30860,2,0,1,1
970,1144,34,1,23,2,69412,2,307490,3,0
971,1145,31,1,12,2,60118,2,0,1,0
972,1146,34,1,18,0,27548,2,0,1,1
973,1147,37,0,21,1,69789,4,1154320,2,0
974,1149,35,0,20,0,82078,3,503520,2,0
975,1150,35,0,0,2,38572,2,0,1,1
976,1151,33,1,27,1,103994,4,0,1,1
977,1152,34,0,15,1,17607,2,0,1,1
978,1153,34,0,28,2,108284,3,0,1,0
979,1154,33,1,3,1,30106,1,0,1,1
980,1155,25,0,7,2,51796,1,0,1,1
981,1156,31,1,19,0,46239,1,0,1,1
982,1157,31,1,22,2,57356,1,0,1,0
983,1158,33,0,16,0,62905,3,0,1,1
984,1159,34,1,1,2,50547,3,204070,2,0
985,1160,28,1,26,1,12779,1,0,1,1
986,1161,30,1,3,0,67371,3,150510,1,0
987,1162,36,1,13,2,114416,3,0,1,0
988,1163,24,0,27,1,22962,1,0,1,1
989,1164,34,0,26,2,32376,1,0,2,1
990,1165,39,0,7,0,98374,3,2049680,4,0
991,1166,35,1,1,0,18378,1,0,1,1
992,1167,29,1,15,1,22895,2,0,1,1
993,1169,33,1,13,0,95188,3,301170,2,0
994,1172,28,1,28,0,76076,2,0,1,1
995,1173,41,1,14,2,26301,1,400000,1,0
996,1175,42,0,19,2,52588,1,0,2,1
997,1177,26,1,19,1,23094,1,1450740,4,0
998,1178,42,1,7,0,71974,3,665090,1,0
999,1179,52,0,9,0,78200,3,150960,2,0
1000,1180,33,0,7,0,66416,2,0,1,1
1001,1181,34,0,14,0,122554,4,740000,2,0
1002,1182,38,1,16,1,75499,3,0,1,1
1003,1183,35,1,3,1,99876,3,0,1,1
1004,1185,27,1,16,2,39328,1,750000,2,1
1005,1186,30,0,19,0,64699,3,0,1,1
1006,1187,30,0,27,2,109986,3,0,1,1
1007,1188,33,0,27,1,101005,4,150620,1,0
1008,1189,26,1,10,0,15970,1,0,1,1
1009,1190,28,1,0,1,61991,2,0,3,0
1010,1191,37,1,26,2,118722,4,3533590,2,0
1011,1192,24,0,24,2,21234,1,0,1,1
1012,1193,29,1,20,2,50022,2,0,1,1
1013,1194,24,0,6,1,61727,2,0,1,0
1014,1195,33,0,19,0,55949,2,0,1,0
1015,1196,26,1,15,1,46789,2,0,1,1
1016,1197,22,0,25,1,26083,1,0,2,1
1017,1198,32,1,23,2,70899,2,180010,3,0
1018,1199,25,1,20,1,19245,1,0,1,0
1019,1200,38,1,12,0,107178,3,199320,1,0
1020,1201,42,1,14,2,43305,2,0,1,0
1021,1202,30,0,1,2,75735,2,0,1,1
1022,1203,28,1,14,0,51433,2,0,1,1
1023,1204,37,1,9,1,40035,1,0,1,1
1024,1205,28,1,5,0,95465,2,200000,3,1
1025,1206,42,0,6,0,72584,3,989340,3,0
1026,1207,28,1,16,1,56498,2,0,1,1
1027,1208,30,1,1,2,36558,1,0,1,1
1028,1209,35,1,13,0,62599,3,0,1,0
1029,1210,37,1,17,1,59653,2,0,1,0
1030,1211,27,0,0,2,48097,3,0,1,1
1031,1212,27,1,28,1,47419,2,0,1,1
1032,1213,49,1,26,2,54491,1,581990,3,0
1033,1214,38,1,12,2,55698,2,0,3,0
1034,1215,26,1,20,1,18088,1,0,1,1
1035,1216,30,1,0,0,37992,1,156720,1,1
1036,1217,38,1,24,2,48409,1,0,1,1
1037,1218,28,1,3,0,37630,2,0,1,1
1038,1219,22,0,12,1,30295,1,0,1,1
1039,1220,37,0,21,2,90851,3,0,1,1
1040,1222,33,0,12,2,87845,2,129080,3,0
1041,1223,28,1,5,2,54527,2,0,1,1
1042,1224,33,1,20,2,78442,3,0,3,0
1043,1225,30,0,2,0,42262,1,785080,3,0
1044,1226,32,1,26,1,12456,1,0,1,1
1045,1227,33,0,3,2,71748,2,0,1,0
1046,1228,32,1,28,0,45575,1,0,1,1
1047,1229,36,1,8,1,115006,4,200000,1,1
1048,1230,35,0,27,2,92594,3,912480,2,0
1049,1231,44,0,26,2,82540,3,0,1,0
1050,1232,30,1,19,2,133978,4,500000,2,1
1051,1233,32,0,24,0,42565,2,0,1,1
1052,1234,38,1,20,0,21755,1,1100900,3,0
1053,1235,34,1,22,1,50372,1,0,1,1
1054,1236,42,1,1,0,94965,2,0,1,1
1055,1238,29,1,3,1,106983,4,16873160,4,0
1056,1239,24,0,22,2,50554,1,0,1,1
1057,1242,43,0,16,2,67971,3,0,1,1
1058,1243,40,0,19,2,81975,3,265990,4,0
1059,1244,36,0,1,1,15291,2,0,1,1
1060,1245,32,1,12,0,43975,2,0,1,1
1061,1246,31,0,2,0,44069,1,0,1,1
1062,1247,32,1,21,1,19217,1,0,1,1
1063,1248,35,0,19,0,39499,1,0,1,1
1064,1249,23,1,24,0,37143,2,434890,2,0
1065,1250,40,0,5,2,55519,1,50000,1,1
1066,1251,38,0,17,0,130277,3,0,1,1
1067,1252,24,0,25,1,47117,2,0,1,1
1068,1255,41,1,11,1,84791,3,0,1,1
1069,1258,29,0,15,1,98630,2,0,1,1
1070,1259,39,1,13,0,72550,2,1207800,3,0
1071,1260,31,0,8,1,15520,1,0,1,1
1072,1261,29,1,8,1,73103,2,0,1,1
1073,1262,31,1,12,1,66074,2,0,1,1
1074,1263,38,1,7,0,62041,2,435960,3,0
1075,1264,27,0,10,2,77369,3,0,1,1
1076,1265,35,1,26,1,60358,2,760740,3,0
1077,1267,30,1,10,2,35658,1,200920,2,0
1078,1268,38,1,18,2,66569,2,138880,2,0
1079,1269,37,0,11,1,98306,2,364900,2,1
1080,1271,39,0,3,1,108122,5,3750780,2,0
1081,1272,32,0,12,0,38456,2,0,1,1
1082,1273,32,0,2,2,72186,2,0,1,0
1083,1274,54,1,6,2,145861,4,1447200,2,0
1084,1275,30,0,9,1,10883,1,0,1,1
1085,1276,37,1,14,0,42785,1,0,1,0
1086,1277,32,1,14,0,53471,2,0,1,1
1087,1278,31,1,24,2,78444,3,0,1,1
1088,1279,24,0,22,0,34521,1,0,1,1
1089,1280,41,0,12,0,100150,3,0,1,1
1090,1281,29,1,1,1,65870,3,116520,1,1
1091,1283,28,0,26,1,50693,2,151100,1,0
1092,1284,28,0,11,0,53931,1,1016210,4,0
1093,1285,31,1,3,2,55419,2,0,1,1
1094,1286,35,1,6,1,81271,3,240360,2,0
1095,1287,26,0,26,0,52789,1,0,1,1
1096,1288,34,1,12,0,94237,3,0,1,1
1097,1289,37,1,0,2,39644,1,151160,2,1
1098,1290,37,0,16,2,27467,1,600020,3,0
1099,1294,23,1,12,2,89580,3,262990,1,0
1100,1295,31,1,15,2,51643,2,0,1,1
1101,1296,26,1,10,2,50803,1,0,1,1
1102,1297,38,0,12,0,18106,1,0,1,1
1103,1298,36,0,20,0,72219,2,0,1,1
1104,1300,35,1,10,2,39823,1,0,1,1
1105,1301,33,1,26,0,74620,2,0,1,1
1106,1303,33,0,18,2,78813,2,0,1,1
1107,1304,27,0,13,0,32574,1,0,1,1
1108,1305,25,0,16,1,21150,1,0,1,1
1109,1306,35,0,6,1,26928,1,0,1,1
1110,1307,35,1,8,1,55638,3,0,1,1
1111,1308,36,1,21,1,58027,3,0,1,1
1112,1309,34,1,2,0,70921,3,0,1,1
1113,1312,21,0,25,1,22115,1,0,1,1
1114,1314,28,1,4,2,36070,1,0,1,1
1115,1315,34,1,25,0,66225,2,0,1,1
1116,1316,34,0,20,0,75773,3,1715710,3,0
1117,1318,29,1,27,2,111414,3,0,1,1
1118,1319,40,0,24,2,25178,1,0,1,1
1119,1320,36,1,14,2,67498,2,72000,1,1
1120,1321,34,1,12,1,76396,2,0,1,1
1121,1322,28,1,11,0,48963,2,250040,1,0
1122,1323,44,0,25,0,67140,1,142320,1,1
1123,1324,38,1,14,0,57190,3,0,1,0
1124,1325,34,1,17,2,69401,3,125180,1,0
1125,1326,28,0,12,0,41463,1,0,1,1
1126,1327,40,0,21,1,37413,2,1149870,4,0
1127,1328,26,0,23,0,39790,1,0,1,0
1128,1329,31,1,21,2,70088,1,0,1,1
1129,1330,46,0,22,1,116163,4,0,1,1
1130,1331,39,0,26,0,17493,1,0,1,1
1131,1333,34,0,2,2,43026,2,0,1,1
1132,1334,40,1,10,0,107712,4,5064330,4,0
1133,1335,34,1,9,2,157124,3,1044370,3,0
1134,1336,28,1,21,2,76525,3,0,1,1
1135,1337,50,0,1,0,55465,3,0,1,1
1136,1338,33,1,20,1,33154,3,0,1,1
1137,1339,30,1,24,1,24291,1,0,1,0
1138,1340,32,1,6,0,70038,2,0,1,1
1139,1341,35,1,13,1,53117,3,350000,2,0
1140,1342,32,0,12,1,31057,2,0,1,1
1141,1343,36,0,18,0,75417,3,400000,1,1
1142,1345,29,1,21,1,15186,2,248030,1,0
1143,1347,31,1,17,1,54901,2,0,1,1
1144,1348,36,1,17,2,58052,2,0,1,1
1145,1349,33,1,23,1,67126,3,0,1,1
1146,1350,39,1,6,1,43705,2,0,1,1
1147,1351,27,1,27,1,74837,2,0,1,0
1148,1352,33,1,6,0,99415,2,0,1,1
1149,1353,44,1,3,1,49049,2,0,1,1
1150,1354,34,0,12,2,54212,3,116660,1,1
1151,1356,31,0,2,2,29306,2,0,1,1
1152,1357,39,1,21,2,105400,3,0,1,1
1153,1358,32,1,14,0,44463,2,0,1,0
1154,1359,31,1,0,2,52007,2,0,1,1
1155,1360,32,1,12,1,107592,4,0,1,1
1156,1361,40,1,8,2,26796,1,0,1,1
1157,1362,29,1,12,0,72843,2,0,1,1
1158,1363,45,0,10,1,32736,3,0,1,1
1159,1364,43,0,3,0,87325,3,0,1,1
1160,1365,30,1,9,2,25483,1,0,1,1
1161,1366,39,1,14,1,17496,2,0,1,1
1162,1369,29,0,1,1,54231,1,0,1,1
1163,1370,37,0,14,2,66350,1,207700,1,0
1164,1371,27,1,18,1,28447,1,150720,2,1
1165,1372,31,0,13,2,37695,1,329090,4,0
1166,1373,34,1,18,2,47651,2,0,1,1
1167,1374,34,1,24,0,88121,2,839520,1,0
